pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type
102.746,-30.12583,180.0,top,R53,,,R_0603_1608Metric,24k,smt
102.845,-40.01983,0.0,top,R54,,,R_0603_1608Metric,10k,smt
115.744,-87.3875,180.0,top,R55,,,R_0603_1608Metric,10k,smt
113.765,-56.122,-90.0,top,R56,,,R_0603_1608Metric,10k,smt
42.37,-63.014,-90.0,top,R57,,,R_0603_1608Metric,22k,smt
47.8905,-63.425,-90.0,top,R58,,,R_0603_1608Metric,4K7,smt
44.37,-63.014,-90.0,top,R59,,,R_0603_1608Metric,22k,smt
126.67,-93.175,-90.0,top,R6,,,R_0603_1608Metric,33,smt
50.17,-63.4,-90.0,top,R60,,,R_0603_1608Metric,4K7,smt
48.97,-73.3,180.0,top,R61,,,R_0603_1608Metric,22k,smt
42.1755,-75.851,180.0,top,R62,,,R_0603_1608Metric,2.5k,smt
48.441392,-76.65,-90.0,top,R63,,,R_0603_1608Metric,100k,smt
49.57,-87.6125,-90.0,top,R64,,,R_0805_2012Metric,15,smt
140.503,-30.359,90.0,top,R65,,,R_0603_1608Metric,5.1K,smt
142.423,-30.359,90.0,top,R66,,,R_0603_1608Metric,500,smt
137.966,-30.352,90.0,top,R67,,,R_0603_1608Metric,5.1K,smt
124.818,-93.211,-90.0,top,R7,,,R_0603_1608Metric,33,smt
31.489,-25.9,90.0,top,R8,,,R_0603_1608Metric,1.5k,smt
43.639,-34.484,180.0,top,R9,,,R_0603_1608Metric,196k,smt
110.932,-88.3065,0.0,top,SW3,,,SW_SPST_PTS810,SW_Push,smt
110.875865,-56.033,-90.0,top,SW4,,,SW_SPST_PTS810,SW_Push,smt
140.253,-23.634,180.0,top,U1,,,USB-C-SMD_G-SWITCH_GT-USB-7010ASV,GT-USB-7010ASV,smt
86.061,-72.874,-90.0,top,U10,,,SO-4_4.4x3.6mm_P2.54mm,LTV-357T,smt
98.403,-72.844,-90.0,top,U11,,,SO-4_4.4x3.6mm_P2.54mm,LTV-357T,smt
33.8545,-68.902,180.0,top,U12,,,ESOP-8_L4.9-W3.9-P1.27-LS6.0-BL-EP,GP8201S-TC50-EW,smt
68.02,-69.069,0.0,top,U13,,,SOT-23-6_L2.9-W1.6-P0.95-LS2.8-BR,LK1802,smt
76.25,-35.65,-90.0,top,U14,,,SO-4_4.4x3.6mm_P2.54mm,LTV-357T,smt
92.2735,-72.912,-90.0,top,U15,,,SO-4_4.4x3.6mm_P2.54mm,LTV-357T,smt
60.622524,-35.433,-90.0,top,U16,,,SO-4_4.4x3.6mm_P2.54mm,LTV-357T,smt
70.8,-35.65,-90.0,top,U17,,,SO-4_4.4x3.6mm_P2.54mm,LTV-357T,smt
103.54,-72.82,-90.0,top,U18,,,SO-4_4.4x3.6mm_P2.54mm,LTV-357T,smt
81.3785,-35.65,-90.0,top,U19,,,SO-4_4.4x3.6mm_P2.54mm,LTV-357T,smt
87.431,-35.692,-90.0,top,U20,,,SO-4_4.4x3.6mm_P2.54mm,LTV-357T,smt
44.0745,-68.895,180.0,top,U21,,,ESOP-10_L4.9-W3.9-P1.00-LS6.1-BL-EP,GP8303-TC50-EW,smt
118.7,-76.45,-90.0,top,U5,,,ESP32-S3-WROOM-1U,ESP32-S3-WROOM-1,smt
40.129,-36.654,-90.0,top,U6,,,TSOT-23-6,AP63200WU,smt
75.961,-56.873,-90.0,top,U7,,,COMM-TH_8P-L19.5-W16.5-P2.54-BL,RSM3485ECHT_C2992406,tht
54.590524,-35.455,-90.0,top,U8,,,SO-4_4.4x3.6mm_P2.54mm,LTV-357T,smt
65.84,-35.65,-90.0,top,U9,,,SO-4_4.4x3.6mm_P2.54mm,LTV-357T,smt
