pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type
162.724,-120.9875,180.0,top,R55,,,R_0603_1608Metric,10k,smt
160.745,-89.722,-90.0,top,R56,,,R_0603_1608Metric,10k,smt
89.35,-96.614,-90.0,top,R57,,,R_0603_1608Metric,22k,smt
94.8705,-97.025,-90.0,top,R58,,,R_0603_1608Metric,4K7,smt
91.35,-96.614,-90.0,top,R59,,,R_0603_1608Metric,22k,smt
173.65,-126.775,-90.0,top,R6,,,R_0603_1608Metric,33,smt
97.15,-97.0,-90.0,top,R60,,,R_0603_1608Metric,4K7,smt
95.95,-106.9,180.0,top,R61,,,R_0603_1608Metric,22k,smt
89.1555,-109.451,180.0,top,R62,,,R_0603_1608Metric,2.5k,smt
95.421392,-110.25,-90.0,top,R63,,,R_0603_1608Metric,100k,smt
96.55,-121.2125,-90.0,top,R64,,,R_0805_2012Metric,15,smt
171.798,-126.811,-90.0,top,R7,,,R_0603_1608Metric,33,smt
78.469,-59.5,90.0,top,R8,,,R_0603_1608Metric,1.5k,smt
90.619,-68.084,180.0,top,R9,,,R_0603_1608Metric,196k,smt
157.912,-121.9065,0.0,top,SW3,,,SW_SPST_PTS810,SW_Push,smt
157.855865,-89.633,-90.0,top,SW4,,,SW_SPST_PTS810,SW_Push,smt
133.041,-106.474,-90.0,top,U10,,,SO-4_4.4x3.6mm_P2.54mm,LTV-357T,smt
145.383,-106.444,-90.0,top,U11,,,SO-4_4.4x3.6mm_P2.54mm,LTV-357T,smt
80.8345,-102.502,180.0,top,U12,,,ESOP-8_L4.9-W3.9-P1.27-LS6.0-BL-EP,GP8201S-TC50-EW,smt
115.0,-102.669,0.0,top,U13,,,SOT-23-6_L2.9-W1.6-P0.95-LS2.8-BR,LK1802,smt
123.23,-69.25,-90.0,top,U14,,,SO-4_4.4x3.6mm_P2.54mm,LTV-357T,smt
139.2535,-106.512,-90.0,top,U15,,,SO-4_4.4x3.6mm_P2.54mm,LTV-357T,smt
107.602524,-69.033,-90.0,top,U16,,,SO-4_4.4x3.6mm_P2.54mm,LTV-357T,smt
117.78,-69.25,-90.0,top,U17,,,SO-4_4.4x3.6mm_P2.54mm,LTV-357T,smt
150.52,-106.42,-90.0,top,U18,,,SO-4_4.4x3.6mm_P2.54mm,LTV-357T,smt
128.3585,-69.25,-90.0,top,U19,,,SO-4_4.4x3.6mm_P2.54mm,LTV-357T,smt
134.411,-69.292,-90.0,top,U20,,,SO-4_4.4x3.6mm_P2.54mm,LTV-357T,smt
91.0545,-102.495,180.0,top,U21,,,ESOP-10_L4.9-W3.9-P1.00-LS6.1-BL-EP,GP8303-TC50-EW,smt
165.68,-110.05,-90.0,top,U5,,,ESP32-S3-WROOM-1U,ESP32-S3-WROOM-1,smt
87.109,-70.254,-90.0,top,U6,,,TSOT-23-6,AP63200WU,smt
122.941,-90.473,-90.0,top,U7,,,COMM-TH_8P-L19.5-W16.5-P2.54-BL,RSM3485ECHT_C2992406,tht
101.570524,-69.055,-90.0,top,U8,,,SO-4_4.4x3.6mm_P2.54mm,LTV-357T,smt
112.82,-69.25,-90.0,top,U9,,,SO-4_4.4x3.6mm_P2.54mm,LTV-357T,smt
